order_id,date,email,first_name,last_name,address,country,item,size,qty
01HPYDXS45SJBT7RD0MENACEVX,6/9/2023,lhobbert0@angelfire.com,Langsdon,Hobbert,59 Dakota Street,France,Tshirt,Large,4
01HPYDXS6A9JYC49PYP7AFQ3GA,4/21/2023,ddellorto1@liveinternet.ru,Dotti,Dell 'Orto,2943 Vahlen Trail,Brazil,Hoody,Large,2
01HPYDXS6DNEB1GCAFKV8Z5B4C,2/8/2023,wrowntree2@uiuc.edu,Wakefield,Rowntree,82 Heath Center,Sweden,Tshirt,Large,2
01HPYDXS6G3Y8FE7M9ZJ8WF8V4,11/15/2023,tchidley3@t-online.de,Terry,Chidley,2833 Pearson Crossing,Norway,Shorts,XX-Large,2
01HPYDXS6KCWKC6MG17D5WXRMZ,8/12/2023,hconyard4@dell.com,Hadrian,Conyard,0 Village Pass,France,Tshirt,XX-Large,4
01HPYDXS6PZ55JXRSAZX8DW89V,9/9/2023,agirardez5@sogou.com,Alyssa,Girardez,6663 Saint Paul Alley,France,Hoody,XX-Large,2
01HPYDXS6S5W06PHQ41ZQ302FQ,9/2/2023,dsillis6@feedburner.com,Dareen,Sillis,3 Birchwood Trail,Germany,Scarf,Large,1
01HPYDXS6VKZ4BGQBKNQCMDYJ8,1/29/2023,gtomasik7@cornell.edu,Gavrielle,Tomasik,67 Sherman Plaza,Brazil,Shorts,Small,2
01HPYDXS6YD1K1PGSDWR0HACCJ,10/12/2023,rbonn8@amazon.co.uk,Rachelle,Bonn,448 Hazelcrest Hill,Peru,Jacket,Large,2
01HPYDXS719JPTFQW5G0FGW06S,6/28/2023,kbowich9@gnu.org,Kile,Bowich,73831 Jenna Center,Canada,Hat,Medium,2
01HPYDXS74J1B8TZ6P3SK3D41H,8/1/2023,gryala@google.com.hk,Georgianne,Ryal,40 Jackson Terrace,Sweden,Gloves,Medium,4
01HPYDXS772B7ZAERX7R3KFAM5,12/10/2023,whuygheb@g.co,Winny,Huyghe,04 Dunning Parkway,France,Tshirt,Medium,3
01HPYDXS7AAVFZAHMGCRSWTPPQ,2/12/2023,bfelipc@squarespace.com,Brooke,felip,523 Walton Place,Sweden,Tshirt,Medium,4
01HPYDXS7BXKZ03AHBPAVRVWE8,5/3/2023,gburnalld@chron.com,Gibbie,Burnall,92653 Messerschmidt Lane,Sweden,Jacket,Small,1
01HPYDXS7E6HGGZ6V3E7R8Y4S6,3/2/2023,farnaude@wufoo.com,Fiorenze,Arnaud,2 High Crossing Place,Brazil,Hat,Medium,1
01HPYDXS7F7CJS6YC7Q7YNQTDJ,12/6/2023,cpencostf@zimbio.com,Christel,Pencost,9 Tennessee Alley,Canada,Tshirt,Medium,2
01HPYDXS7HW8KJ80FQ7FEH4HNA,1/20/2023,gnolderg@redcross.org,Galvin,Nolder,808 8th Circle,United Kingdom,Tshirt,XX-Large,4
